broad_sample	Name	Vector	Transcript	Symbol	NCBI Gene ID	Taxon ID	Gene Description	Annot. Gene Symbol	Annot. Gene ID	Prot Match %	MOI	Virus / ml	Insert Length	pert_type	control_type
ccsbBroad304_09849	ORF011669.1_TRC304.1	pLX_304	NM_001005187.1	OR6T1	219874	9606	olfactory receptor family 6 subfamily T member 1	OR6T1	219874	100.0			969.0	trt	
ccsbBroad304_04162	ORF000488.1_TRC304.1	pLX_304	NM_024933.4	ANKRD53	79998	9606	ankyrin repeat domain 53	ANKRD53	79998	100.0			1029.0	trt	
ccsbBroad304_10957	ORF010493.1_TRC304.1	pLX_304	XM_011535834.3	MAN1A1	4121	9606	mannosidase alpha class 1A member 1	MAN1A1	4121	76.4			1101.0	trt	
ccsbBroad304_08713	ORF008198.1_TRC304.1	pLX_304	NM_021255.3	PELI2	57161	9606	pellino E3 ubiquitin protein ligase family member 2	PELI2	57161	100.0			1260.0	trt	
ccsbBroad304_04676	ORF007896.1_TRC304.1	pLX_304	NM_138444.4	KCTD12	115207	9606	potassium channel tetramerization domain containing 12	KCTD12	115207	100.0			975.0	trt	
ccsbBroad304_10089	ORF000038.1_TRC304.1	pLX_304	NM_001029874.3	REP15	387849	9606	RAB15 effector protein	REP15	387849	99.5			708.0	trt	
ccsbBroad304_05620	ORF004515.1_TRC304.1	pLX_304	NM_001004695.1	OR2T33	391195	9606	olfactory receptor family 2 subfamily T member 33	OR2T33	391195	100.0			960.0	trt	
ccsbBroad304_00261	ORF006246.1_TRC304.1	pLX_304	NM_001040033.1	CD53	963	9606	CD53 molecule	CD53	963	100.0			657.0	trt	
ccsbBroad304_02981	ORF017230.1_TRC304.1	pLX_304	NM_014373.3	GPR160	26996	9606	G protein-coupled receptor 160	GPR160	26996	100.0			1014.0	trt	
ccsbBroad304_06919	ORF017933.1_TRC304.1	pLX_304	NM_032965.6	CCL15	6359	9606	C-C motif chemokine ligand 15	CCL15	6359	100.0			339.0	trt	
ccsbBroad304_13565	ORF011476.1_TRC304.1	pLX_304	XM_006717065.3	LCN12	286256	9606	lipocalin 12	LCN12	286256	100.0			1065.0	trt	
ccsbBroad304_07047	ORF007845.1_TRC304.1	pLX_304	NM_003217.3	TMBIM6	7009	9606	transmembrane BAX inhibitor motif containing 6	TMBIM6	7009	99.5			711.0	trt	
ccsbBroad304_03485	ORF010212.1_TRC304.1	pLX_304	NM_017813.5	IMPAD1	54928	9606	inositol monophosphatase domain containing 1	IMPAD1	54928	100.0			1077.0	trt	
ccsbBroad304_10489	ORF016198.1_TRC304.1	pLX_304	NM_172219.3	CSF3	1440	9606	colony stimulating factor 3	CSF3	1440	95.0			600.0	trt	
ccsbBroad304_05229	ORF006094.1_TRC304.1	pLX_304	NM_152710.4	TBATA	219793	9606	thymus, brain and testes associated	TBATA	219793	99.7			1053.0	trt	
ccsbBroad304_13137	ORF014259.1_TRC304.1	pLX_304	NM_144772.3	NAXE	128240	9606	NAD(P)HX epimerase	NAXE	128240	55.1			780.0	trt	
ccsbBroad304_10608	ORF008450.1_TRC304.1	pLX_304	NM_001007534.2	C3orf56	285311	9606	chromosome 3 open reading frame 56	C3orf56	285311	100.0			726.0	trt	
ccsbBroad304_09149	ORF007649.1_TRC304.1	pLX_304	NM_032149.3	C4orf17	84103	9606	chromosome 4 open reading frame 17	C4orf17	84103	99.1			1077.0	trt	
ccsbBroad304_00597	ORF004649.1_TRC304.1	pLX_304	NM_000148.3	FUT1	2523	9606	fucosyltransferase 1 (H blood group)	FUT1	2523	100.0			1095.0	trt	
ccsbBroad304_14448	ORF014994.1_TRC304.1	pLX_304	NM_001002257.3	LCLAT1	253558	9606	lysocardiolipin acyltransferase 1	LCLAT1	253558	2.1			1127.0	trt	
ccsbBroad304_13119	ORF009813.1_TRC304.1	pLX_304	NM_152365.3	KDF1	126695	9606	keratinocyte differentiation factor 1	KDF1	126695	61.3			732.0	trt	
ccsbBroad304_13563	ORF014729.1_TRC304.1	pLX_304	NM_173833.6	SCARA5	286133	9606	scavenger receptor class A member 5	SCARA5	286133	78.0			1200.0	trt	
ccsbBroad304_03062	ORF009965.1_TRC304.1	pLX_304	NM_001287237.1	COMMD5	28991	9606	COMM domain containing 5	COMMD5	28991	100.0			672.0	trt	
ccsbBroad304_05727	ORF001718.1_TRC304.1	pLX_304	NM_001098844.3	TMEM236	653567	9606	transmembrane protein 236	TMEM236	653567	100.0			1053.0	trt	
ccsbBroad304_11944	ORF001415.1_TRC304.1	pLX_304	NM_015974.3	CRYL1	51084	9606	crystallin lambda 1	CRYL1	51084	93.1			891.0	trt	
ccsbBroad304_14126	ORF005610.1_TRC304.1	pLX_304	NM_014012.6	REM1	28954	9606	RRAD and GEM like GTPase 1	REM1	28954	99.6			893.0	trt	
ccsbBroad304_05842	ORF018287.1_TRC304.1	pLX_304	NM_000486.5	AQP2	359	9606	aquaporin 2	AQP2	359	100.0			813.0	trt	
ccsbBroad304_01196	ORF016876.1_TRC304.1	pLX_304	NM_012397.4	SERPINB13	5275	9606	serpin family B member 13	SERPINB13	5275	100.0			1173.0	trt	
ccsbBroad304_02274	ORF011047.1_TRC304.1	pLX_304	NM_006043.2	HS3ST2	9956	9606	heparan sulfate-glucosamine 3-sulfotransferase 2	HS3ST2	9956	100.0			1101.0	trt	
ccsbBroad304_09857	ORF007298.1_TRC304.1	pLX_304	NM_001170753.2	PPP1R32	220004	9606	protein phosphatase 1 regulatory subunit 32	PPP1R32	220004	99.7			1215.0	trt	
ccsbBroad304_08700	ORF009772.1_TRC304.1	pLX_304	NM_001366112.1	PLAAT1	57110	9606	phospholipase A and acyltransferase 1	PLAAT1	57110	99.4			504.0	trt	
ccsbBroad304_09515	ORF016897.1_TRC304.1	pLX_304	NM_144773.3	PROKR2	128674	9606	prokineticin receptor 2	PROKR2	128674	99.7			1152.0	trt	
ccsbBroad304_00433	ORF014699.1_TRC304.1	pLX_304	NM_001359.2	DECR1	1666	9606	2,4-dienoyl-CoA reductase 1	DECR1	1666	100.0			1005.0	trt	
ccsbBroad304_10018	ORF015467.1_TRC304.1	pLX_304	NM_001001665.3	CYP27C1	339761	9606	cytochrome P450 family 27 subfamily C member 1	CYP27C1	339761	99.7			1116.0	trt	
ccsbBroad304_04923	ORF008752.1_TRC304.1	pLX_304	NM_001001961.1	OR13C3	138803	9606	olfactory receptor family 13 subfamily C member 3	OR13C3	138803	100.0			1041.0	trt	
ccsbBroad304_07916	ORF001803.1_TRC304.1	pLX_304	NM_053006.5	TSSK2	23617	9606	testis specific serine kinase 2	TSSK2	23617	99.4			1074.0	trt	
ccsbBroad304_06099	ORF017058.1_TRC304.1	pLX_304	NM_001361.5	DHODH	1723	9606	dihydroorotate dehydrogenase (quinone)	DHODH	1723	99.7			1185.0	trt	
ccsbBroad304_09617	ORF015420.1_TRC304.1	pLX_304	NM_172365.3	PPP1R36	145376	9606	protein phosphatase 1 regulatory subunit 36	PPP1R36	145376	99.7			1266.0	trt	
ccsbBroad304_13017	ORF006608.1_TRC304.1	pLX_304	NM_138421.3	SAAL1	113174	9606	serum amyloid A like 1	SAAL1	113174	99.7			1425.0	trt	
ccsbBroad304_11257	ORF004199.1_TRC304.1	pLX_304	NM_130760.3	MADCAM1	8174	9606	mucosal vascular addressin cell adhesion molecule 1	MADCAM1	8174	94.0			1218.0	trt	
ccsbBroad304_13083	ORF003456.1_TRC304.1	pLX_304	NM_001304483.1	FGD4	121512	9606	FYVE, RhoGEF and PH domain containing 4	FGD4	121512	99.7			1413.0	trt	
ccsbBroad304_00808	ORF011415.1_TRC304.1	pLX_304	NM_000872.5	HTR7	3363	9606	5-hydroxytryptamine receptor 7	HTR7	3363	100.0			1335.0	trt	
ccsbBroad304_00764	ORF009737.1_TRC304.1	pLX_304	NM_004498.4	ONECUT1	3175	9606	one cut homeobox 1	ONECUT1	3175	100.0			1395.0	trt	
ccsbBroad304_06982	ORF008089.1_TRC304.1	pLX_304	NM_003089.6	SNRNP70	6625	9606	small nuclear ribonucleoprotein U1 subunit 70	SNRNP70	6625	100.0			1311.0	trt	
ccsbBroad304_15147	ORF016256.1_TRC304.1	pLX_304	NM_024335.3	IRX6	79190	9606	iroquois homeobox 6	IRX6	79190	94.8			1269.0	trt	
ccsbBroad304_10634	ORF012893.1_TRC304.1	pLX_304	NM_030662.3	MAP2K2	5605	9606	mitogen-activated protein kinase kinase 2	LOC407835	407835	88.0			1140.0	trt	
ccsbBroad304_13743	ORF003382.1_TRC304.1	pLX_304	NM_001287250.1	NPIPB9	100507607	9606	nuclear pore complex interacting protein family member B9	NPIPB6	728741	94.2			1365.0	trt	
ccsbBroad304_10011	ORF003093.1_TRC304.1	pLX_304	NM_001166036.2	ZNF260	339324	9606	zinc finger protein 260	ZNF260	339324	100.0			1236.0	trt	
ccsbBroad304_13531	ORF000084.1_TRC304.1	pLX_304	XR_001737005.1	CYP4A11	1579	9606	cytochrome P450 family 4 subfamily A member 11	CYP4A22	284541				1365.0	trt	
ccsbBroad304_00625	ORF016139.1_TRC304.1	pLX_304	NM_001097635.1	GCNT1	2650	9606	glucosaminyl (N-acetyl) transferase 1	GCNT1	2650	100.0			1284.0	trt	
ccsbBroad304_10137	ORF016472.1_TRC304.1	pLX_304	NM_212559.3	XKRX	402415	9606	XK related X-linked	XKRX	402415	97.1			1386.0	trt	
ccsbBroad304_05946	ORF004078.1_TRC304.1	pLX_304	NM_001237.5	CCNA2	890	9606	cyclin A2	CCNA2	890	2.7			1296.0	trt	
ccsbBroad304_06472	ORF012650.1_TRC304.1	pLX_304	NM_031886.2	KCNA7	3743	9606	potassium voltage-gated channel subfamily A member 7	KCNA7	3743	99.3			1368.0	trt	
ccsbBroad304_10204	ORF003627.1_TRC304.1	pLX_304	NM_001370342.1	ZBTB42	100128927	9606	zinc finger and BTB domain containing 42	ZBTB42	100128927	99.7			1266.0	trt	
ccsbBroad304_08794	ORF016377.1_TRC304.1	pLX_304	NM_001031712.3	TRMT11	60487	9606	tRNA methyltransferase 11 homolog	TRMT11	60487	99.7			1389.0	trt	
ccsbBroad304_02906	ORF013747.1_TRC304.1	pLX_304	NM_015553.2	IPCEF1	26034	9606	interaction protein for cytohesin exchange factors 1	IPCEF1	26034	100.0			1311.0	trt	
ccsbBroad304_00575	ORF000683.1_TRC304.1	pLX_304	NM_001454.4	FOXJ1	2302	9606	forkhead box J1	FOXJ1	2302	100.0			1263.0	trt	
ccsbBroad304_05424	ORF001731.1_TRC304.1	pLX_304	NM_175739.4	SERPINA9	327657	9606	serpin family A member 9	SERPINA9	327657	95.8			1305.0	trt	
ccsbBroad304_06246	ORF006509.1_TRC304.1	pLX_304	NM_000816.3	GABRG2	2566	9606	gamma-aminobutyric acid type A receptor gamma2 subunit	GABRG2	2566	100.0			1401.0	trt	
ccsbBroad304_02021	ORF007685.1_TRC304.1	pLX_304	NM_004196.5	CDKL1	8814	9606	cyclin dependent kinase like 1	CDKL1	8814	100.0			1074.0	trt	
ccsbBroad304_07569	ORF002009.1_TRC304.1	pLX_304	NM_025195.4	TRIB1	10221	9606	tribbles pseudokinase 1	TRIB1	10221	100.0			1116.0	trt	
ccsbBroad304_07431	ORF007494.1_TRC304.1	pLX_304	NM_001190413.2	RPH3AL	9501	9606	rabphilin 3A like (without C2 domains)	RPH3AL	9501	99.6			858.0	trt	
ccsbBroad304_09929	ORF011807.1_TRC304.1	pLX_304	NM_174975.4	SEC14L3	266629	9606	SEC14 like lipid binding 3	SEC14L3	266629	99.2			1200.0	trt	
ccsbBroad304_07013	ORF011106.1_TRC304.1	pLX_304	NM_004603.4	STX1A	6804	9606	syntaxin 1A	STX1A	6804	99.6			864.0	trt	
ccsbBroad304_13312	ORF001735.1_TRC304.1	pLX_304	XM_011519921.2	SLC5A12	159963	9606	solute carrier family 5 member 12	SLC5A12	159963	93.9			1188.0	trt	
ccsbBroad304_14498	ORF003281.1_TRC304.1	pLX_304	NM_001004491.1	OR2AK2	391191	9606	olfactory receptor family 2 subfamily AK member 2	OR2AK2	391191	43.4			1010.0	trt	
ccsbBroad304_05370	ORF011424.1_TRC304.1	pLX_304	NM_001369493.1	MILR1	284021	9606	mast cell immunoglobulin like receptor 1	MILR1	284021	100.0			1029.0	trt	
ccsbBroad304_04155	ORF013545.1_TRC304.1	pLX_304	NM_024902.4	DNAJC22	79962	9606	DnaJ heat shock protein family (Hsp40) member C22	DNAJC22	79962	100.0			1023.0	trt	
ccsbBroad304_04756	ORF015267.1_TRC304.1	pLX_304	NM_139015.5	SPPL3	121665	9606	signal peptide peptidase like 3	SPPL3	121665	100.0			1152.0	trt	
ccsbBroad304_01790	ORF001370.1_TRC304.1	pLX_304	NM_006782.4	ZFPL1	7542	9606	zinc finger protein like 1	ZFPL1	7542	100.0			930.0	trt	
ccsbBroad304_09026	ORF000502.1_TRC304.1	pLX_304	NM_001143758.2	LRRC27	80313	9606	leucine rich repeat containing 27	LRRC27	80313	100.0			1149.0	trt	
ccsbBroad304_07495	ORF007484.1_TRC304.1	pLX_304	NM_021067.5	GINS1	9837	9606	GINS complex subunit 1	GINS1	9837	99.4			588.0	trt	
ccsbBroad304_13834	ORF014974.1_TRC304.1	pLX_304	NM_005201.4	CCR8	1237	9606	C-C motif chemokine receptor 8	CCR8	1237	98.3			1064.0	trt	
ccsbBroad304_09961	ORF002534.1_TRC304.1	pLX_304	XLOC_013119_5	XLOC_013119	XLOC_013119	9606	XLOC_013119	LINC01869	284365				300.0	trt	
ccsbBroad304_12436	ORF001218.1_TRC304.1	pLX_304	NM_001321355.1	ZNF667	63934	9606	zinc finger protein 667	ZNF667	63934	70.8			1176.0	trt	
ccsbBroad304_00453	ORF003968.1_TRC304.1	pLX_304	NM_001375.3	DNASE2	1777	9606	deoxyribonuclease 2, lysosomal	DNASE2	1777	100.0			1080.0	trt	
ccsbBroad304_02034	ORF017680.1_TRC304.1	pLX_304	NM_003891.3	PROZ	8858	9606	protein Z, vitamin K dependent plasma glycoprotein	PROZ	8858	100.0			1200.0	trt	
ccsbBroad304_13030	ORF010291.1_TRC304.1	pLX_304	NR_002776.4	MCM3AP-AS1	114044	9606	MCM3AP antisense RNA 1	MCM3AP-AS1	114044				366.0	trt	
ccsbBroad304_03102	ORF002700.1_TRC304.1	pLX_304	NM_013319.2	UBIAD1	29914	9606	UbiA prenyltransferase domain containing 1	UBIAD1	29914	100.0			1014.0	trt	
ccsbBroad304_10582	ORF016233.1_TRC304.1	pLX_304	NR_027249.1	TTC41P	253724	9606	tetratricopeptide repeat domain 41, pseudogene	TTC41P	253724				417.0	trt	
ccsbBroad304_05875	ORF017668.1_TRC304.1	pLX_304	NM_000054.6	AVPR2	554	9606	arginine vasopressin receptor 2	AVPR2	554	100.0			1113.0	trt	
ccsbBroad304_09551	ORF015286.1_TRC304.1	pLX_304	NM_207317.3	ZNF474	133923	9606	zinc finger protein 474	ZNF474	133923	99.7			1092.0	trt	
ccsbBroad304_10014	ORF017073.1_TRC304.1	pLX_304	NM_181885.2	RXFP4	339403	9606	relaxin family peptide/INSL5 receptor 4	RXFP4	339403	99.7			1122.0	trt	
ccsbBroad304_00574	ORF005492.1_TRC304.1	pLX_304	NM_207305.4	FOXD4	2298	9606	forkhead box D4	FOXD4	2298	100.0			1317.0	trt	
ccsbBroad304_00551	ORF005201.1_TRC304.1	pLX_304	NM_000140.4	FECH	2235	9606	ferrochelatase	FECH	2235	100.0			1269.0	trt	
ccsbBroad304_03604	ORF000164.1_TRC304.1	pLX_304	NM_017512.7	ENOSF1	55556	9606	enolase superfamily member 1	ENOSF1	55556	100.0			1329.0	trt	
ccsbBroad304_08377	ORF016981.1_TRC304.1	pLX_304	NM_024885.4	TAF7L	54457	9606	TATA-box binding protein associated factor 7 like	TAF7L	54457	99.7			1386.0	trt	
ccsbBroad304_08553	ORF002645.1_TRC304.1	pLX_304	NM_001013841.2	STAP2	55620	9606	signal transducing adaptor family member 2	STAP2	55620	99.7			1209.0	trt	
ccsbBroad304_00286	ORF005246.1_TRC304.1	pLX_304	NM_001263.4	CDS1	1040	9606	CDP-diacylglycerol synthase 1	CDS1	1040	100.0			1383.0	trt	
ccsbBroad304_01346	ORF007208.1_TRC304.1	pLX_304	NM_130846.3	PTPRR	5801	9606	protein tyrosine phosphatase receptor type R	PTPRR	5801	99.7			1236.0	trt	
ccsbBroad304_10910	ORF003814.1_TRC304.1	pLX_304	BC025985.1	IGHG4	3503	9606		IGHG4	3503				1419.0	trt	
ccsbBroad304_04572	ORF012791.1_TRC304.1	pLX_304	NM_052862.4	RCSD1	92241	9606	RCSD domain containing 1	RCSD1	92241	100.0			1248.0	trt	
ccsbBroad304_05533	ORF010251.1_TRC304.1	pLX_304	NM_001202439.3	NCR3LG1	374383	9606	natural killer cell cytotoxicity receptor 3 ligand 1	NCR3LG1	374383	100.0			1362.0	trt	
ccsbBroad304_09571	ORF001360.1_TRC304.1	pLX_304	NM_152413.3	GOT1L1	137362	9606	glutamic-oxaloacetic transaminase 1 like 1	GOT1L1	137362	99.7			1263.0	trt	
ccsbBroad304_01377	ORF015382.1_TRC304.1	pLX_304	NM_000966.6	RARG	5916	9606	retinoic acid receptor gamma	RARG	5916	100.0			1362.0	trt	
ccsbBroad304_08082	ORF003177.1_TRC304.1	pLX_304	NM_014482.3	BMP10	27302	9606	bone morphogenetic protein 10	BMP10	27302	99.7			1272.0	trt	
ccsbBroad304_04992	ORF005959.1_TRC304.1	pLX_304	NM_001033551.3	TOM1L2	146691	9606	target of myb1 like 2 membrane trafficking protein	TOM1L2	146691	100.0			1371.0	trt	
ccsbBroad304_07089	ORF008233.1_TRC304.1	pLX_304	NM_006670.4	TPBG	7162	9606	trophoblast glycoprotein	TPBG	7162	99.7			1260.0	trt	
ccsbBroad304_07953	ORF004958.1_TRC304.1	pLX_304	NM_015397.4	DCAF12	25853	9606	DDB1 and CUL4 associated factor 12	DCAF12	25853	99.7			1359.0	trt	
ccsbBroad304_03307	ORF009567.1_TRC304.1	pLX_304	NM_016255.3	FAM8A1	51439	9606	family with sequence similarity 8 member A1	FAM8A1	51439	100.0			1239.0	trt	
ccsbBroad304_01810	ORF007812.1_TRC304.1	pLX_304	NM_003440.3	ZNF140	7699	9606	zinc finger protein 140	ZNF140	7699	100.0			1371.0	trt	
ccsbBroad304_06356	ORF004111.1_TRC304.1	pLX_304	NM_001525.2	HCRTR1	3061	9606	hypocretin receptor 1	HCRTR1	3061	100.0			1275.0	trt	
ccsbBroad304_14249	ORF005475.1_TRC304.1	pLX_304	NM_022908.3	NT5DC2	64943	9606	5'-nucleotidase domain containing 2	NT5DC2	64943	87.5			1383.0	trt	
ccsbBroad304_14403	ORF016016.1_TRC304.1	pLX_304	NM_001300845.1	SLC35F3	148641	9606	solute carrier family 35 member F3	SLC35F3	148641	99.5			1263.0	trt	
ccsbBroad304_09239	ORF013469.1_TRC304.1	pLX_304	NM_032829.3	FAM222A	84915	9606	family with sequence similarity 222 member A	FAM222A	84915	100.0			1356.0	trt	
ccsbBroad304_06794	ORF015669.1_TRC304.1	pLX_304	NM_006742.3	PSKH1	5681	9606	protein serine kinase H1	PSKH1	5681	99.7			1272.0	trt	
ccsbBroad304_09822	ORF008104.1_TRC304.1	pLX_304	NM_145000.5	RANBP3L	202151	9606	RAN binding protein 3 like	RANBP3L	202151	99.7			1395.0	trt	
ccsbBroad304_00390	ORF015640.1_TRC304.1	pLX_304	NM_001901.3	CCN2	1490	9606	cellular communication network factor 2	CCN2	1490	100.0			1047.0	trt	
ccsbBroad304_09793	ORF008146.1_TRC304.1	pLX_304	NM_001031746.5	VSTM4	196740	9606	V-set and transmembrane domain containing 4	VSTM4	196740	99.0			960.0	trt	
ccsbBroad304_11688	ORF002610.1_TRC304.1	pLX_304	XM_024453949.1	METAP1	23173	9606	methionyl aminopeptidase 1	METAP1	23173	100.0			816.0	trt	
ccsbBroad304_06329	ORF007691.1_TRC304.1	pLX_304	NM_005314.3	GRPR	2925	9606	gastrin releasing peptide receptor	GRPR	2925	100.0			1152.0	trt	
ccsbBroad304_06171	ORF007377.1_TRC304.1	pLX_304	NM_001980.5	STX2	2054	9606	syntaxin 2	STX2	2054	100.0			861.0	trt	
ccsbBroad304_09433	ORF012168.1_TRC304.1	pLX_304	NM_001166598.2	APOA5	116519	9606	apolipoprotein A5	APOA5	116519	99.7			1098.0	trt	
ccsbBroad304_10131	ORF016697.1_TRC304.1	pLX_304	NM_001008749.3	RAB19	401409	9606	RAB19, member RAS oncogene family	RAB19	401409	5.0			651.0	trt	
ccsbBroad304_14006	ORF003420.1_TRC304.1	pLX_304	NM_003882.4	CCN4	8840	9606	cellular communication network factor 4	CCN4	8840	99.4			1101.0	trt	
ccsbBroad304_05240	ORF003354.1_TRC304.1	pLX_304	NM_153451.3	LTO1	220064	9606	LTO1 maturation factor of ABCE1	LTO1	220064	100.0			411.0	trt	
ccsbBroad304_08482	ORF018251.1_TRC304.1	pLX_304	NM_018137.3	PRMT6	55170	9606	protein arginine methyltransferase 6	PRMT6	55170	4.2			1125.0	trt	
ccsbBroad304_02726	ORF013303.1_TRC304.1	pLX_304	NM_015139.3	SLC35D1	23169	9606	solute carrier family 35 member D1	SLC35D1	23169	100.0			1065.0	trt	
ccsbBroad304_05104	ORF017034.1_TRC304.1	pLX_304	NM_001134658.3	SLC35G1	159371	9606	solute carrier family 35 member G1	SLC35G1	159371	100.0			1095.0	trt	
ccsbBroad304_01109	ORF009625.1_TRC304.1	pLX_304	NM_000910.4	NPY2R	4887	9606	neuropeptide Y receptor Y2	NPY2R	4887	100.0			1143.0	trt	
ccsbBroad304_10125	ORF016997.1_TRC304.1	pLX_304	NM_214710.5	PRSS57	400668	9606	serine protease 57	PRSS57	400668	99.6			849.0	trt	
ccsbBroad304_09478	ORF007967.1_TRC304.1	pLX_304	NM_001100873.1	C16orf46	123775	9606	chromosome 16 open reading frame 46	C16orf46	123775	99.7			1164.0	trt	
ccsbBroad304_00674	ORF011560.1_TRC304.1	pLX_304	NM_005288.4	GPR12	2835	9606	G protein-coupled receptor 12	GPR12	2835	100.0			1002.0	trt	
ccsbBroad304_13566	ORF004081.1_TRC304.1	pLX_304	NM_001128228.3	TPRN	286262	9606	taperin	TPRN	286262	56.9			1215.0	trt	
ccsbBroad304_05652	ORF016263.1_TRC304.1	pLX_304	NM_001080500.4	VWC2L	402117	9606	von Willebrand factor C domain containing 2 like	VWC2L	402117	100.0			666.0	trt	
ccsbBroad304_05475	ORF012959.1_TRC304.1	pLX_304	NM_182607.5	VSIG1	340547	9606	V-set and immunoglobulin domain containing 1	VSIG1	340547	100.0			1161.0	trt	
ccsbBroad304_09082	ORF015361.1_TRC304.1	pLX_304	NM_033057.2	OR2B2	81697	9606	olfactory receptor family 2 subfamily B member 2	OR2B2	81697	100.0			1071.0	trt	
ccsbBroad304_05921	ORF009147.1_TRC304.1	pLX_304	NM_001739.2	CA5A	763	9606	carbonic anhydrase 5A	CA5A	763	100.0			915.0	trt	
ccsbBroad304_12233	ORF003150.1_TRC304.1	pLX_304	NM_017671.4	FERMT1	55612	9606	fermitin family member 1	FERMT1	55612	61.7			1260.0	trt	
ccsbBroad304_05785	ORF010850.1_TRC304.1	pLX_304	NM_000682.7	ADRA2B	151	9606	adrenoceptor alpha 2B	ADRA2B	151	100.0			1350.0	trt	
ccsbBroad304_05133	ORF015162.1_TRC304.1	pLX_304	NM_148962.4	OXER1	165140	9606	oxoeicosanoid receptor 1	OXER1	165140	100.0			1269.0	trt	
ccsbBroad304_00547	ORF009312.1_TRC304.1	pLX_304	NM_001079802.1	FKTN	2218	9606	fukutin	FKTN	2218	100.0			1383.0	trt	
ccsbBroad304_08086	ORF015511.1_TRC304.1	pLX_304	NM_173467.5	MCAT	27349	9606	malonyl-CoA-acyl carrier protein transacylase	MCAT	27349	99.7			1170.0	trt	
ccsbBroad304_14442	ORF003794.1_TRC304.1	pLX_304	NM_182700.6	SP8	221833	9606	Sp8 transcription factor	SP8	221833	91.3			1398.0	trt	
ccsbBroad304_11294	ORF004359.1_TRC304.1	pLX_304	NM_003771.4	KRT36	8689	9606	keratin 36	KRT36	8689	88.8			1251.0	trt	
ccsbBroad304_01651	ORF001294.1_TRC304.1	pLX_304	NM_001146284.2	TCF7L2	6934	9606	transcription factor 7 like 2	TCF7L2	6934	100.0			1365.0	trt	
ccsbBroad304_13159	ORF010158.1_TRC304.1	pLX_304	NM_001329788.1	ZPLD1	131368	9606	zona pellucida like domain containing 1	ZPLD1	131368	99.7			1245.0	trt	
ccsbBroad304_09454	ORF012472.1_TRC304.1	pLX_304	NM_001024593.2	MSS51	118490	9606	MSS51 mitochondrial translational activator	MSS51	118490	99.7			1380.0	trt	
ccsbBroad304_03155	ORF013279.1_TRC304.1	pLX_304	NM_021044.4	DHH	50846	9606	desert hedgehog signaling molecule	DHH	50846	100.0			1188.0	trt	
ccsbBroad304_00376	ORF013266.1_TRC304.1	pLX_304	NM_004383.2	CSK	1445	9606	C-terminal Src kinase	CSK	1445	100.0			1350.0	trt	
ccsbBroad304_05507	ORF005253.1_TRC304.1	pLX_304	NM_198511.3	LANCL3	347404	9606	LanC like 3	LANCL3	347404	100.0			1164.0	trt	
ccsbBroad304_05135	ORF011918.1_TRC304.1	pLX_304	NM_152615.2	PARP15	165631	9606	poly(ADP-ribose) polymerase family member 15	PARP15	165631	100.0			1332.0	trt	
ccsbBroad304_06247	ORF014179.1_TRC304.1	pLX_304	NM_014211.3	GABRP	2568	9606	gamma-aminobutyric acid type A receptor pi subunit	GABRP	2568	99.7			1320.0	trt	
ccsbBroad304_01792	ORF007014.1_TRC304.1	pLX_304	NM_003412.4	ZIC1	7545	9606	Zic family member 1	ZIC1	7545	100.0			1341.0	trt	
ccsbBroad304_08593	ORF002890.1_TRC304.1	pLX_304	NM_018434.6	RNF130	55819	9606	ring finger protein 130	RNF130	55819	99.7			1257.0	trt	
ccsbBroad304_06017	ORF018127.1_TRC304.1	pLX_304	NM_001370545.1	CNR1	1268	9606	cannabinoid receptor 1	CNR1	1268	99.7			1416.0	trt	
ccsbBroad304_05467	ORF016871.1_TRC304.1	pLX_304	NM_001008783.3	SLC35D3	340146	9606	solute carrier family 35 member D3	SLC35D3	340146	100.0			1248.0	trt	
ccsbBroad304_09267	ORF014752.1_TRC304.1	pLX_304	NM_033425.4	DIXDC1	85458	9606	DIX domain containing 1	DIXDC1	85458	99.7			1416.0	trt	
ccsbBroad304_04632	ORF000689.1_TRC304.1	pLX_304	NM_144580.3	GLMP	112770	9606	glycosylated lysosomal membrane protein	GLMP	112770	100.0			1218.0	trt	
ccsbBroad304_09633	ORF015824.1_TRC304.1	pLX_304	NM_173503.4	EFCAB3	146779	9606	EF-hand calcium binding domain 3	EFCAB3	146779	99.7			1314.0	trt	
ccsbBroad304_06144	ORF006386.1_TRC304.1	pLX_304	NM_001406.4	EFNB3	1949	9606	ephrin B3	EFNB3	1949	100.0			1020.0	trt	
ccsbBroad304_15243	ORF000320.1_TRC304.1	pLX_304	NM_182501.4	MTERF4	130916	9606	mitochondrial transcription termination factor 4	MTERF4	130916	99.7			1143.0	trt	
ccsbBroad304_05353	ORF018106.1_TRC304.1	pLX_304	NM_173811.4	HARBI1	283254	9606	harbinger transposase derived 1	HARBI1	283254	100.0			1047.0	trt	
ccsbBroad304_06114	ORF016339.1_TRC304.1	pLX_304	NM_004412.7	TRDMT1	1787	9606	tRNA aspartic acid methyltransferase 1	TRDMT1	1787	99.7			1173.0	trt	
ccsbBroad304_00196	ORF012063.1_TRC304.1	pLX_304	NM_006134.7	TMEM50B	757	9606	transmembrane protein 50B	TMEM50B	757	100.0			474.0	trt	
